fid	location	lng	lat	accuracy
8375	"Mount Laurel, NJ"	-74.9002778	39.9488889	4
8376	Philadelphia	-75.163789	39.952335	4
8377	"Ambler, PA"	-75.2215651	40.1545535	4
8378	"Ambler, PA"	-75.2215651	40.1545535	4
8379	Philly	-75.163789	39.952335	4
8380	"Doha, Qatar"	51.522476	25.280282	4
8381	Philly	-75.163789	39.952335	4
8382	"Philadelphia, PA"	-75.163789	39.952335	4
8383	Philadelphia Area	-75.163789	39.952335	4
8384	Philly	-75.163789	39.952335	4
8385	"??T: 39.900765,-74.905688"	17.5222691	50.9165407	6
8386	"Philadelphia, PA"	-75.163789	39.952335	4
8387	"Magnolia, NJ"	-93.1779659	33.1285176	3
8388	n/a	-69.6691186	-38.8233843	2
8389	"Haddonfield, NJ"	-75.0376707	39.8915022	4
8390	"Woodbury, NJ"	-92.9593797	44.9238552	4
8391	philly	-75.163789	39.952335	4
8392	"Philadelphia, PA"	-75.163789	39.952335	4
8393	"Philadelphia, PA"	-75.163789	39.952335	4
8394	"Mount Laurel, NJ"	-74.9002778	39.9488889	4
8395	"philadelphia,pa"	-75.163789	39.952335	4
8767	"Phoenix, AZ"	-112.0740373	33.4483771	4
8768	"Scottsdale, AZ"	-111.9260519	33.4941704	4
8769	"Phoenix, Arizona "	-112.0740373	33.4483771	4
8770	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8771	"Phoenix, AZ"	-112.0740373	33.4483771	4
8772	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8773	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8774	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8775	Mesa	-111.8314724	33.4151843	4
8776	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8777	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8778	Phoenix	-112.0740373	33.4483771	4
8779	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8780	"Peoria, AZ"	-89.5889864	40.6936488	4
8781	"Phoenix, Arizona"	-112.0740373	33.4483771	4
8782	Phoenix Arizona	-112.0740373	33.4483771	4
8783	"Phoenix
"	-112.0740373	33.4483771	4
9122	"San Diego, CA"	-99.821927	20.6886441	6
9123	"San Diego, CA"	-99.821927	20.6886441	6
9124	n/a	-69.6691186	-38.8233843	2
9125	"San Diego, CA"	-99.821927	20.6886441	6
9126	"San Diego, CA"	-99.821927	20.6886441	6
9127	"San Diego, CA"	-99.821927	20.6886441	6
9128	"San Diego, CA"	-99.821927	20.6886441	6
9129	"San Diego, CA"	-99.821927	20.6886441	6
9130	"San Diego, CA"	-99.821927	20.6886441	6
9131	"San Diego, Calif."	-99.821927	20.6886441	6
9132	Pacific Beach	-117.2382163	32.806374	4
9133	San Diego	-99.821927	20.6886441	6
9134	"San Diego, California"	-99.821927	20.6886441	6
9135	"San Diego, CA"	-99.821927	20.6886441	6
9136	"San Diego, CA"	-99.821927	20.6886441	6
9920	"Irving, TX"	-96.9488945	32.8140177	4
9921	"Dallas, TX"	-96.8004511	32.7801399	4
9922	"Dallas, TX"	-96.8004511	32.7801399	4
9923	"Grapevine, TX 76051"	-97.0780654	32.9342919	4
9924	Dallas	-96.8004511	32.7801399	4
9925	DFW Texas	-97.0406533	32.8974493	9
9926	"Irving, TX"	-96.9488945	32.8140177	4
9927	"Irving, TX"	-96.9488945	32.8140177	4
9928	"Dallas,Texas"	-96.8004511	32.7801399	4
9929	DFW Texas	-97.0406533	32.8974493	9
9930	"Irving, TX"	-96.9488945	32.8140177	4
9931	"Irving, TX"	-96.9488945	32.8140177	4
9932	DFW Texas	-97.0406533	32.8974493	9
9933	"Dallas, TX, USA"	-96.8004511	32.7801399	4
9934	"Dallas, Tx"	-96.8004511	32.7801399	4
9935	"Addison, Texas"	-96.8291685	32.96179	4
9936	"Rockwall, TX"	-96.4597089	32.9312336	4
9937	"Grand Prairie,TX"	-96.9977846	32.7459645	4
9938	"Dallas, TX"	-96.8004511	32.7801399	4
9939	"Irving, Texas"	-96.9488945	32.8140177	4
9940	DFW Metroplex	-97.0406533	32.8974493	9
9941	Dallas	-96.8004511	32.7801399	4
9942	DFW Texas	-97.0406533	32.8974493	9
9943	Dallas	-96.8004511	32.7801399	4
9944	"Irving, TX"	-96.9488945	32.8140177	4
9945	Canada	-106.346771	56.130366	1
9946	DFW Texas	-97.0406533	32.8974493	9
9947	"Dallas,TX"	-96.8004511	32.7801399	4
9948	Southwest	-122.3948308	47.5667695	4
9949	"Dallas,Texas"	-96.8004511	32.7801399	4
9950	"Dallas, Texas"	-96.8004511	32.7801399	4
9951	"Irving, TX"	-96.9488945	32.8140177	4
9952	"Irving, TX"	-96.9488945	32.8140177	4
9953	"Fort Worth, Texas"	-97.3208496	32.725409	4
9954	"Dallas, Texas"	-96.8004511	32.7801399	4
9955	Dallas TX	-96.8004511	32.7801399	4
9956	"Dallas, TX"	-96.8004511	32.7801399	4
9957	n/a	-69.6691186	-38.8233843	2
9958	Dallas	-96.8004511	32.7801399	4
11455	Estado de M??xico	-99.7232673	19.4968732	2
11456	"Houston, TX"	-95.3693896	29.7601927	4
11457	Houston Texas 	-95.3693896	29.7601927	4
11458	Worldwide	-84.7227071	39.0841968	6
11459	"Houston, TX"	-95.3693896	29.7601927	4
11460	"Patterson, Louisiana, America"	-121.129656	37.4716001	4
11461	Worldwide	-84.7227071	39.0841968	6
11462	Worldwide	-84.7227071	39.0841968	6
11463	Houston	-95.3693896	29.7601927	4
11464	WORLDWIDE	-84.7227071	39.0841968	6
11465	"Mesa, Arizona"	-111.8314724	33.4151843	4
11466	Worldwide	-84.7227071	39.0841968	6
11467	"Long Lake, Barrington NH"	-97.2271437	37.6605904	6
11468	City of the Purple Sprite	0	0	0
11469	Bay Area	-122.25	37.7141454	3
11470	 Houston	-95.3693896	29.7601927	4
11471	Bay Area	-122.25	37.7141454	3
11472	Houston	-95.3693896	29.7601927	4
11473	Worldwide	-84.7227071	39.0841968	6
11474	"Houston, Texas"	-95.3693896	29.7601927	4
11475	Worldwide	-84.7227071	39.0841968	6
11476	n/a	-69.6691186	-38.8233843	2
11477	Worldwide	-84.7227071	39.0841968	6
11478	Houston Texas	-95.3693896	29.7601927	4
11479	Worldwide	-84.7227071	39.0841968	6
11480	Port Orange FL	0	0	0
11481	Alabama	-86.902298	32.3182314	2
11482	"Houston, Texas"	-95.3693896	29.7601927	4
11483	Worldwide	-84.7227071	39.0841968	6
11484	Bay Area	-122.25	37.7141454	3
11485	n/a	-69.6691186	-38.8233843	2
11486	"Katy, TX"	-97.1542052	44.9141353	9
11487	"Dandridge, TN"	-83.4148895	36.0153693	4
11488	Worldwide	-84.7227071	39.0841968	6
11489	"Pasadena, Texas"	-118.1445155	34.1477849	4
11490	Houston Texas	-95.3693896	29.7601927	4
11491	"Houston, TX"	-95.3693896	29.7601927	4
11492	Bay Area	-122.25	37.7141454	3
11493	LukeBryanLandd)	0	0	0
11494	hampton va 	-76.3452218	37.0298687	4
11495	"Ontario, Canada"	-85.3232139	51.253775	2
11496	"Pittsburgh, PA"	-79.9958864	40.4406248	4
11497	n/a	-69.6691186	-38.8233843	2
11498	indiana USA	-86.1349019	40.2671941	2
11499	"Your moms, canada  "	0	0	0
11500	"Jacksonville, FL"	-81.655651	30.3321838	4
11501	"Houston, TX"	-95.3693896	29.7601927	4
11502	Nebo	-81.93111	35.715	4
11503	"Shreveport , Louisiana"	-93.7501789	32.5251516	4
11504	"Goodyear, AZ "	-112.3582136	33.449806	4
11505	n/a	-69.6691186	-38.8233843	2
11506	Worldwide	-84.7227071	39.0841968	6
11507	"??T: -7.315396,112.672973"	114.207581	22.332621	6
11508	The Death Star 	0	0	0
11509	Indiana	-86.1349019	40.2671941	2
11510	n/a	-69.6691186	-38.8233843	2
11511	Worldwide	-84.7227071	39.0841968	6
11512	"China Grove,NC"	-98.3489023	29.3888459	4
11513	"Florence, SC"	11.2480006	43.7710332	4
11514	Reading Eagle Company	-81.4282729	41.6346806	6
11515	"Pennsylvania, US"	-77.1945247	41.2033216	2
11516	"Pittsburgh, PA"	-79.9958864	40.4406248	4
11517	"Pittsburgh, PA"	-79.9958864	40.4406248	4
11518	behind you	0	0	0
11519	little town in CT	0	0	0
11520	The Track	-83.575732	35.805859	9
11521	"Houston, TX"	-95.3693896	29.7601927	4
11522	"Sarnia,Ontario,Canada"	-82.4065901	42.974536	4
11523	little town in CT	0	0	0
11524	"Premont, TX"	-98.1236151	27.3605947	4
11525	"Tulsa, Oklahoma"	-95.992775	36.1539816	4
11526	"Hertford, NC"	-0.081157	51.795756	4
11527	Thompson CT	-104.9546813	39.7837571	6
11528	" Toomsuba, MS 39364"	-88.5069868	32.4184448	4
11529	"Magog ,Qu??bec,Canada"	-72.146	45.2643	4
11530	n/a	-69.6691186	-38.8233843	2
11531	"Ciudad Ju??rez, M??xico"	0	0	0
11532	M??xico y la Selva del Seonee	0	0	0
11533	PE/USA	-63.4168136	46.510712	2
11534	USA Hispanic Latino Auto #1	0	0	0
11535	"sonoma, CA"	-122.4580356	38.291859	4
11536	Estado de M??xico	-99.7232673	19.4968732	2
11537	"Mooresville, NC"	-86.37416	39.6128243	4
11538	W. Mass	-71.3824374	42.4072107	2
11539	"Houston, TX"	-95.3693896	29.7601927	4
11540	Worldwide	-84.7227071	39.0841968	6
11541	"Houston, TX"	-95.3693896	29.7601927	4
11542	WorldWide! 	-84.7227071	39.0841968	6
11543	Worldwide	-84.7227071	39.0841968	6
11544	Bay Area	-122.25	37.7141454	3
11545	Houston TX	-95.3693896	29.7601927	4
11546	Worldwide	-84.7227071	39.0841968	6
11547	Worldwide	-84.7227071	39.0841968	6
11548	NY	-74.0059731	40.7143528	4
11549	Worldwide	-84.7227071	39.0841968	6
11550	WorldWide! 	-84.7227071	39.0841968	6
11551	"Houston, Texas"	-95.3693896	29.7601927	4
11552	"Houston,TX"	-95.3693896	29.7601927	4
11553	Worldwide	-84.7227071	39.0841968	6
11554	Worldwide	-84.7227071	39.0841968	6
11555	Worldwide	-84.7227071	39.0841968	6
11556	"Houston, TX"	-95.3693896	29.7601927	4
11557	Worldwide	-84.7227071	39.0841968	6
11558	"Houston, Texas"	-95.3693896	29.7601927	4
11559	Bay Area	-122.25	37.7141454	3
11560	"Houston, Texas"	-95.3693896	29.7601927	4
11561	Drunk In Houston 	0	0	0
11562	North Of The Reliant	-115.1918293	36.2446405	6
11563	Drunk In Houston 	0	0	0
11564	Houston Tx	-95.3693896	29.7601927	4
11565	WorldWide	-84.7227071	39.0841968	6
11566	Bay Area	-122.25	37.7141454	3
11567	"Houston, TX"	-95.3693896	29.7601927	4
11568	Nascar Nation	0	0	0
11569	"Houston, TX"	-95.3693896	29.7601927	4
11936	New world 	-94.3593993	31.3041699	6
11937	"San Antonio, Tx"	-98.4936282	29.4241219	4
11938	New world 	-94.3593993	31.3041699	6
11939	"San Antonio, Texas"	-98.4936282	29.4241219	4
12539	"Seattle, WA"	-122.3320708	47.6062095	4
12540	Seattle	-122.3320708	47.6062095	4
12541	"Seattle, WA"	-122.3320708	47.6062095	4
12542	"Seattle, WA"	-122.3320708	47.6062095	4
12543	"Renton, WA"	-122.2170661	47.4828776	4
12544	"Seattle, WA"	-122.3320708	47.6062095	4
12545	"Seattle, WA"	-122.3320708	47.6062095	4
12546	Seattle	-122.3320708	47.6062095	4
12547	Seattle	-122.3320708	47.6062095	4
12548	Seattle	-122.3320708	47.6062095	4
12549	"Seattle, WA"	-122.3320708	47.6062095	4
12550	Seattle	0	0	0
12551	"Seattle, WA"	-122.3320708	47.6062095	4
12552	"311 S Grady Way in Renton, WA"	0	0	0
12553	"Seattle, WA"	-122.3320708	47.6062095	4
12554	South Carolina to Seattle	0	0	0
12555	Seattle	-122.3320708	47.6062095	4
12556	"Seattle, WA"	-122.3320708	47.6062095	4
12557	"Seattle, WA"	-122.3320708	47.6062095	4
12558	Seattle	-122.3320708	47.6062095	4
12559	"Seattle, WA"	-122.3320708	47.6062095	4
12560	"Renton, WA"	-122.2170661	47.4828776	4
12561	Seattle	-122.3320708	47.6062095	4
12562	Seattle	-122.3320708	47.6062095	4
12563	Seattle	-122.3320708	47.6062095	4
12564	"Renton, WA"	-122.2170661	47.4828776	4
12565	"Renton, WA"	-122.2170661	47.4828776	4
12566	"Renton, WA"	-122.2170661	47.4828776	4
12567	"Seattle, WA"	-122.3320708	47.6062095	4
12795	Camas WA	-122.3995363	45.5870631	4
12796	Camas WA	-122.3995363	45.5870631	4
12797	Vancouver B.C	-123.1139268	49.261226	4
12798	"Portland, OR"	-122.6762071	45.5234515	4
12799	"San Diego, California"	-99.821927	20.6886441	6
12800	Camas WA	-122.3995363	45.5870631	4
12801	"Vancouver, WA"	-123.1139268	49.261226	4
12802	Camas WA	-122.3995363	45.5870631	4
12803	"Portland, OR"	-122.6762071	45.5234515	4
12804	"Portland, OR"	-122.6762071	45.5234515	4
12805	Portland	-122.6762071	45.5234515	4
12806	Camas WA	-122.3995363	45.5870631	4
12807	"Portland, OR"	-122.6762071	45.5234515	4
12808	"Beaverton, OR"	-122.8037102	45.487062	4
12809	"Portland, OR"	-122.6762071	45.5234515	4
12810	Camas WA	-122.3995363	45.5870631	4
12811	"Portland, Oregon"	-122.6762071	45.5234515	4
12812	Camas WA	-122.3995363	45.5870631	4
13020	"Franklin, WI"	-86.8688899	35.9250637	4
13021	Sussex	-88.2220372	43.1338972	4
13022	Sussex	-88.2220372	43.1338972	4
13023	"Milwaukee, WI"	-87.9064736	43.0389025	4
13024	Sussex	-88.2220372	43.1338972	4
13025	Sussex	-88.2220372	43.1338972	4
13026	Sussex	-88.2220372	43.1338972	4
13027	Sussex	-88.2220372	43.1338972	4
13028	Sussex	-88.2220372	43.1338972	4
13029	Sussex	-88.2220372	43.1338972	4
13030	Sussex	-88.2220372	43.1338972	4
13031	"Milwaukee, WI"	-87.9064736	43.0389025	4
13032	"Milwaukee, WI"	-87.9064736	43.0389025	4
14501	"Oakland County, Michigan"	-83.336188	42.5921924	3
14502	n/a	-69.6691186	-38.8233843	2
14503	"Detroit, MI"	-83.0457538	42.331427	4
14504	In my mind..... 	0	0	0
14505	n/a	-69.6691186	-38.8233843	2
14506	Canada	-106.346771	56.130366	1
14507	"Detroit, MI"	-83.0457538	42.331427	4
14508	Segovia	-4.1130022	40.9435626	4
14509	Segovia	-4.1130022	40.9435626	4
14510	"Detroit,MI"	-83.0457538	42.331427	4
14511	"Detroit, Michigan"	-83.0457538	42.331427	4
14512	Indonesia	113.921327	-0.789275	1
14513	n/a	-69.6691186	-38.8233843	2
14514	"Albany, California"	-73.7562317	42.6525793	4
14515	"Detroit, MI"	-83.0457538	42.331427	4
14516	n/a	-69.6691186	-38.8233843	2
14517	"Chino Hills, CA"	-117.7325848	33.9898188	4
14518	Learn To Drive Safely!	0	0	0
14519	London UK	0	0	0
14520	Michigan. USA	-85.6023643	44.3148443	2
14521	"Dearborn, MI"	-83.1763145	42.3222599	4
14522	n/a	-69.6691186	-38.8233843	2
14523	"Detroit, Michigan"	-83.0457538	42.331427	4
14524	"Detroit, Michigan"	-83.0457538	42.331427	4
14525	"Detroit,MI"	-83.0457538	42.331427	4
14526	Gold Coast	153.4256987	-28.0172605	4
14527	dearborn michigan	-83.1763145	42.3222599	4
14528	1695 Stutz Troy MI 	-83.178636	42.549771	8
14529	"Hanover Pa, 17331"	-76.9830358	39.8006553	4
14530	"Detroit, MI USA"	-83.0457538	42.331427	4
14531	dearborn michigan	-83.1763145	42.3222599	4
14532	Detroit	-83.0457538	42.331427	4
14533	Detroit	-83.0457538	42.331427	4
14534	"Detroit, MI"	-83.0457538	42.331427	4
14535	Detroit. MI	-83.0457538	42.331427	4
14536	"Detroit, MI"	-83.0457538	42.331427	4
14537	"Detroit, MI"	-83.0457538	42.331427	4
14538	n/a	-69.6691186	-38.8233843	2
14539	NW Suburbs of DC	0	0	0
14540	"Detroit, Michigan"	-83.0457538	42.331427	4
14541	Sell your car now	0	0	0
14542	Detroit	-83.0457538	42.331427	4
14543	"Detroit, MI"	-83.0457538	42.331427	4
14544	Windsor/Detroit	-83.0085329	42.279609	4
14545	Detroit	-83.0457538	42.331427	4
14546	Detroit	-83.0457538	42.331427	4
14547	n/a	-69.6691186	-38.8233843	2
14548	n/a	-69.6691186	-38.8233843	2
14549	India	78.96288	20.593684	1
14550	n/a	-69.6691186	-38.8233843	2
14551	"Detroit, Michigan"	-83.0457538	42.331427	4
14552	Detroit	-83.0457538	42.331427	4
14553	Detroit	-83.0457538	42.331427	4
14554	Detroit	-83.0457538	42.331427	4
14555	"Detroit, Michigan"	-83.0457538	42.331427	4
14556	"Detroit, Michigan"	-83.0457538	42.331427	4
14557	"Metro Detroit, Michigan, USA"	-83.0790865	42.8105356	3
14558	"Detroit,MI"	-83.0457538	42.331427	4
14559	Cedar Rapids	-91.6656232	41.9778795	4
14560	"Metro Detroit, Michigan"	-83.0790865	42.8105356	3
14561	Detroit Michigan	-83.0457538	42.331427	4
14562	Detroit	-83.0457538	42.331427	4
14563	Livonia MI	-83.3527097	42.36837	4
14564	n/a	-69.6691186	-38.8233843	2
14565	n/a	-69.6691186	-38.8233843	2
14566	Detroit Michigan	-83.0457538	42.331427	4
14567	Learn To Drive Safely!	0	0	0
14568	Detroit. MI	-83.0457538	42.331427	4
14569	Detroit	-83.0457538	42.331427	4
14570	Detroit. MI	-83.0457538	42.331427	4
14571	GA	-82.907123	32.1574351	2
14572	"Montreal, Canada "	-73.5539925	45.5086699	4
14573	"Detroit, MI"	-83.0457538	42.331427	4
14574	"??T: 42.232501,-83.34263"	21.4503326	47.2571929	6
14575	"Warren, Michigan"	-83.0146526	42.5144566	4
14576	"Kansas City, MO"	-94.5785667	39.0997265	4
14577	EVERYWHERRRRRRRRRRR	0	0	0
14578	Dallas	-96.8004511	32.7801399	4
14579	n/a	-69.6691186	-38.8233843	2
14580	Detroit	-83.0457538	42.331427	4
14581	n/a	-69.6691186	-38.8233843	2
14582	342 S 2050 W Cedar City UT 	0	0	0
14583	Tennessee	-86.5804473	35.5174913	2
14584	"Surrey, BC"	-122.823134	49.186495	4
14585	n/a	-69.6691186	-38.8233843	2
14586	North Carolina	-79.0192997	35.7595731	2
14587	"San Diego, CA"	-99.821927	20.6886441	6
14588	n/a	-69.6691186	-38.8233843	2
14589	M??laga / Nantes	-1.553621	47.218371	4
14590	"Toronto, Canada"	-79.3831843	43.653226	4
14591	"Dearborn, MI"	-83.1763145	42.3222599	4
14592	"Detroit, MI"	-83.0457538	42.331427	4
14593	Detroit area	-83.0457538	42.331427	4
14594	"Detroit, MI"	-83.0457538	42.331427	4
14595	Dearborn Michigan	-83.1763145	42.3222599	4
14596	Detroit	-83.0457538	42.331427	4
14597	"Detroit,MI"	-83.0457538	42.331427	4
14598	n/a	-69.6691186	-38.8233843	2
14599	"Detroit, MI"	-83.0457538	42.331427	4
14600	n/a	-69.6691186	-38.8233843	2
14601	Jakarta	106.845172	-6.211544	4
14602	Dearborn Michigan	-83.1763145	42.3222599	4
14603	"Detroit, MI"	-83.0457538	42.331427	4
14604	Detroit ??? Ann Arbor ??? Dearborn	-83.1763145	42.3222599	4
14605	29200 Telegraph Rd	0	0	0
14606	Detroit. MI	-83.0457538	42.331427	4
14607	"Detroit,MI"	-83.0457538	42.331427	4
14608	"detroit, michigan"	-83.0457538	42.331427	4
14609	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
14610	Detroit	-83.0457538	42.331427	4
14611	n/a	-69.6691186	-38.8233843	2
14612	"Auburn Hills, MI"	-83.2341028	42.6875323	4
14613	n/a	-69.6691186	-38.8233843	2
14614	Detroit. MI	-83.0457538	42.331427	4
14615	"Detroit,MI"	-83.0457538	42.331427	4
14616	shenzhen	114.057868	22.543099	4
14617	"Peel Hall, Manchester, UK"	-0.354811	53.7505025	9
14618	48021	-82.9447782	42.466205	5
14619	48021	-82.9447782	42.466205	5
14620	n/a	-69.6691186	-38.8233843	2
14621	Tor ins M??nsterland	0	0	0
14622	Las Vegas	-115.172816	36.114646	4
14623	"ON YOUR SIDE, SO CHILL!"	-118.4327656	33.9969115	9
14624	"Detroit, MI USA"	-83.0457538	42.331427	4
14625	Diamond Auto Lease &amp Sales	0	0	0
14626	"Detroit, MI"	-83.0457538	42.331427	4
14627	The Open Road	-79.2477225	40.8531647	6
14628	"Detroit, Michigan"	-83.0457538	42.331427	4
14629	Detroit	-83.0457538	42.331427	4
14630	"Wendell, NC 27591"	-78.3697213	35.780987	4
14631	"Detroit, MI"	-83.0457538	42.331427	4
14632	"Detroit, Michigan"	-83.0457538	42.331427	4
14633	Detroit	-83.0457538	42.331427	4
14634	n/a	-69.6691186	-38.8233843	2
14635	n/a	-69.6691186	-38.8233843	2
14636	Michigan	-85.6023643	44.3148443	2
14637	"Detroit, MI"	-83.0457538	42.331427	4
14638	n/a	-69.6691186	-38.8233843	2
14639	"Toledo, Ohio"	-83.555212	41.6639383	4
14640	"Fort Bragg, NC"	0	0	0
14641	Newfoundland	-57.6604364	53.1355091	2
14642	Barwell	-1.346074	52.568021	4
14643	"Red Deer, Canada"	-113.8112386	52.2681118	4
14644	n/a	-69.6691186	-38.8233843	2
14645	n/a	-69.6691186	-38.8233843	2
14646	n/a	-69.6691186	-38.8233843	2
14647	"Charlotte, NC "	-80.8431267	35.2270869	4
14648	"??T: 43.165207,-79.282254"	21.8829365	60.9710439	6
14649	mexico city.	-99.133208	19.4326077	4
14650	n/a	-69.6691186	-38.8233843	2
14651	342 S 2050 W Cedar City UT 	0	0	0
14652	"??T: 53.302718,-113.597513"	26.3122637	42.6803561	6
14653	"Chapmanville, WV"	-82.0173502	37.9737114	4
14654	"Midland, MI"	-102.0779146	31.9973456	4
14655	"Whitby, Ontario, Canada"	-78.9429329	43.8975446	4
14656	n/a	-69.6691186	-38.8233843	2
14657	Iowa 	-93.097702	41.8780025	2
14658	"Birmingham, MI"	-86.80249	33.5206608	4
14659	"Southfield, Michigan"	-83.2218731	42.4733688	4
14660	"New York, NY"	-74.0059731	40.7143528	4
14661	Milpitas CA	-121.9066238	37.4282724	4
14662	"Brooklyn, NYC"	-73.95	40.65	4
14663	n/a	-69.6691186	-38.8233843	2
14664	"Smyrna, TN"	27.12872	38.41885	4
14665	USA	-95.712891	37.09024	1
14666	Venezuela	-66.58973	6.42375	1
14667	"Dearborn, MI"	-83.1763145	42.3222599	4
14668	Detroit. MI	-83.0457538	42.331427	4
14669	"Detroit,MI"	-83.0457538	42.331427	4
14670	"Birmingham, MI"	-86.80249	33.5206608	4
14671	Detroit Michigan	-83.0457538	42.331427	4
14672	n/a	-69.6691186	-38.8233843	2
14673	"Metro Detroit, Michigan"	-83.0790865	42.8105356	3
14674	New England	-70.8226541	43.9653889	3
14938	"Cleveland,Ohio"	-81.6954088	41.4994954	4
14939	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14940	"Cleveland, OH"	-81.6954088	41.4994954	4
14941	"Cleveland, OH"	-81.6954088	41.4994954	4
14942	Bedford Ohio	-81.5365094	41.3931096	4
14943	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14944	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14945	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14946	Cleveland	-81.6954088	41.4994954	4
14947	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14948	"Cleveland,OH"	-81.6954088	41.4994954	4
14949	cleveland.	-81.6954088	41.4994954	4
14950	"Cleveland, OH"	-81.6954088	41.4994954	4
14951	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14952	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14953	"Cleveland, Ohio"	-81.6954088	41.4994954	4
14954	"Cleveland, OH"	-81.6954088	41.4994954	4
14955	"Cleveland, OH"	-81.6954088	41.4994954	4
14956	"??T: 41.53719,-81.55162"	-89.4574671	43.0361181	6
14957	"Cleveland, Ohio"	-81.6954088	41.4994954	4
15420	Tweeting	-122.12167	47.604536	9
15421	Tweeting	-122.12167	47.604536	9
15422	"Orlando, Florida"	-81.3792365	28.5383355	4
15423	"Columbus, Ohio"	-82.9987942	39.9611755	4
15424	"Columbus, Ohio"	-82.9987942	39.9611755	4
15425	"Columbus, Ohio"	-82.9987942	39.9611755	4
15749	"Brownsburg, IN"	-86.3977735	39.8433769	4
15750	"Indianapolis, IN"	-86.1579557	39.7685825	4
15751	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15752	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15753	"Indianapolis, IN 46260"	-86.1579557	39.7685825	4
15754	"Brownsburg, IN"	-86.3977735	39.8433769	4
15755	"Brownsburg, IN"	-86.3977735	39.8433769	4
15756	Plainfield Indiana	-86.3994387	39.7042123	4
15757	Indianapolis	-86.1579557	39.7685825	4
15758	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15759	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15760	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15761	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15762	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15763	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15764	"Plainfield, Indiana"	-74.4073736	40.6337136	4
15765	"Brownsburg, IN"	-86.3977735	39.8433769	4
16008	n/a	-69.6691186	-38.8233843	2
16009	Arvada	-105.0874842	39.8027644	4
16010	"Golden, Colorado"	-105.2210997	39.755543	4
16011	Arvada	-105.0874842	39.8027644	4
16012	"Denver, CO"	-104.9847179	39.737567	4
16013	Arvada	-105.0874842	39.8027644	4
16014	"Denver, Colorado."	-104.9847179	39.737567	4
16015	"Denver, Colo. "	-104.9847179	39.737567	4
16016	"Golden, Colorado"	-105.2210997	39.755543	4
16017	Arvada	-105.0874842	39.8027644	4
