fid	location	lng	lat	accuracy
16018	"aurora, co"	-104.8319195	39.7294319	4
16019	Arvada	-105.0874842	39.8027644	4
16020	Denver Colorado	-104.9847179	39.737567	4
16021	Arvada	-105.0874842	39.8027644	4
16527	n/a	-69.6691186	-38.8233843	2
16528	n/a	-69.6691186	-38.8233843	2
16529	ESSEX	0.6673665	51.7659078	3
16530	"Baltimore, MD"	-76.6121893	39.2903848	4
16531	Baltimore	-76.6121893	39.2903848	4
16532	Baltimore MD	-76.6121893	39.2903848	4
16533	"Baltimore, MD"	-76.6121893	39.2903848	4
16534	"Baltimore, MD"	-76.6121893	39.2903848	4
16535	"Baltimore, MD"	-76.6121893	39.2903848	4
16536	"Baltimore, MD"	-76.6121893	39.2903848	4
16537	"BALTIMORE,MD"	-76.6121893	39.2903848	4
16763	"Palo Alto, CA"	-98.6659426	20.2861441	6
16764	"Santa Clara,ca"	-121.9552356	37.3541079	4
16765	"Palo Alto, CA"	-98.6659426	20.2861441	6
16766	"San Jose, California"	-121.8949555	37.3393857	4
16767	"Peel Hall, Manchester, UK"	-0.354811	53.7505025	9
16768	"Palo Alto, CA"	-98.6659426	20.2861441	6
16769	n/a	-69.6691186	-38.8233843	2
16770	6001 Washington Avenue	-87.852979	42.717274	8
16771	"San Jose, CA"	-121.8949555	37.3393857	4
16772	"Santa Clara,ca"	-121.9552356	37.3541079	4
16773	"Santa Clara,ca"	-121.9552356	37.3541079	4
16774	n/a	-69.6691186	-38.8233843	2
16775	"Great Yarmouth, Norfolk"	1.728047	52.598233	4
16776	"Pasco, WA "	-119.1005657	46.2395793	4
16777	n/a	-69.6691186	-38.8233843	2
16778	"Palo Alto, CA"	-98.6659426	20.2861441	6
16779	"Muscat, Oman"	58.54	23.61	4
16780	"Eden Prairie, MN "	-93.470786	44.8546856	4
16781	n/a	-69.6691186	-38.8233843	2
16782	n/a	-69.6691186	-38.8233843	2
16783	Detroit Girl	0	0	0
16784	N 40??X 24' 0'' / W 74??X 8' 0''	0	0	0
16785	canada	-106.346771	56.130366	1
16786	Pickering	-79.0867579	43.8384117	4
16787	Newfoundland	-57.6604364	53.1355091	2
16788	"L7E4C7,Bolton, Ontario, Canada"	-79.7058057	43.8547168	5
16789	Barwell	-1.346074	52.568021	4
16790	"Upper Marlboro, MD 20772"	-76.7496909	38.8159473	4
16791	n/a	-69.6691186	-38.8233843	2
16792	n/a	-69.6691186	-38.8233843	2
16793	n/a	-69.6691186	-38.8233843	2
16794	n/a	-69.6691186	-38.8233843	2
16795	"Chapmanville, WV"	-82.0173502	37.9737114	4
16796	"Oakland, CA"	-122.2711137	37.8043637	4
16797	"San Diego, CA"	-99.821927	20.6886441	6
16798	"Allen Park, Michigan"	-83.2110375	42.2575385	4
16799	n/a	-69.6691186	-38.8233843	2
16800	Michigan	-85.6023643	44.3148443	2
16801	"The Netherlands, Almelo"	5.291266	52.132633	1
16802	"Southfield, Michigan"	-83.2218731	42.4733688	4
16803	"Dearborn, MI"	-83.1763145	42.3222599	4
16804	"Palo Alto, CA"	-98.6659426	20.2861441	6
16805	"Richfield, OH"	-93.2830021	44.8832982	4
16806	"Atlanta, Georgia. Sometimes."	-84.3879824	33.7489954	4
16807	"Palo Alto, CA"	-98.6659426	20.2861441	6
16808	"Dallas, Texas"	-96.8004511	32.7801399	4
16809	"Palo Alto, CA"	-98.6659426	20.2861441	6
16810	San Jose City	-121.8949555	37.3393857	4
16811	"Derwood, MD"	-77.1611903	39.1174267	4
16812	Fondy	-88.4470508	43.7730448	4
16813	"Palo Alto, CA"	-98.6659426	20.2861441	6
16814	San Jose ???	-121.8949555	37.3393857	4
16815	Santa Clara	-121.9552356	37.3541079	4
16816	San Jose CA	0	0	0
17091	"Memphis, TN"	-90.0489801	35.1495343	4
17092	"California, USA"	-119.4179324	36.778261	2
17093	"Memphis, Tennessee"	-90.0489801	35.1495343	4
17094	"Germantown, Tennessee"	-77.2716502	39.1731621	4
17095	"Memphis, TN"	-90.0489801	35.1495343	4
17335	n/a	-69.6691186	-38.8233843	2
17336	"Grapevine, TX 76051"	-97.0780654	32.9342919	4
17337	DFW Texas	-97.0406533	32.8974493	9
17338	DFW Texas	-97.0406533	32.8974493	9
17339	NRH	-77.6674819	43.0848598	6
17340	DFW Texas	-97.0406533	32.8974493	9
17341	fort worth	-97.3208496	32.725409	4
17342	DFW Metroplex	-97.0406533	32.8974493	9
17343	DFW Texas	-97.0406533	32.8974493	9
17344	Canada	-106.346771	56.130366	1
17345	DFW Texas	-97.0406533	32.8974493	9
17388	US Airforce	0	0	0
17818	"Boise, Idaho, USA"	-116.20365	43.6140237	4
17819	"Jacksonville, FL"	-81.655651	30.3321838	4
17820	East Coast of United States	-118.1904585	33.7898516	6
17821	Jacksonville	-81.655651	30.3321838	4
17822	"Jacksonville, FL"	-81.655651	30.3321838	4
17823	East Coast of United States	-118.1904585	33.7898516	6
17824	East Coast of United States	-118.1904585	33.7898516	6
17825	"J'Ville, AL"	-81.655651	30.3321838	4
17826	Jacksonville 	-81.655651	30.3321838	4
18221	"Round Rock, Tx"	-97.678896	30.5082551	4
18222	"Austin, TX"	-97.7430608	30.267153	4
18223	"Austin, TX"	-97.7430608	30.267153	4
18224	"Austin, TX"	-97.7430608	30.267153	4
18225	"Round Rock, Tx"	-97.678896	30.5082551	4
18226	"Austin, Texas"	-97.7430608	30.267153	4
18227	"Austin, Tx"	-97.7430608	30.267153	4
18228	"Austin, TX"	-97.7430608	30.267153	4
18229	"Austin, TX"	-97.7430608	30.267153	4
18230	"Austin, TX"	-97.7430608	30.267153	4
18231	"Austin, TX"	-97.7430608	30.267153	4
18232	"Austin, TX"	-97.7430608	30.267153	4
18233	"Austin, TX USA"	-97.7430608	30.267153	4
18234	"Austin, TX"	-97.7430608	30.267153	4
18235	"Austin, TX"	-97.7430608	30.267153	4
18236	"Austin, TX USA"	-97.7430608	30.267153	4
18237	"Round Rock, Tx"	-97.678896	30.5082551	4
18238	"Austin, TX"	-97.7430608	30.267153	4
18239	"Austin, TX"	-97.7430608	30.267153	4
18240	"Round Rock, Tx"	-97.678896	30.5082551	4
18241	"Austin, TX"	-97.7430608	30.267153	4
18242	"Austin, Tx"	-97.7430608	30.267153	4
18243	"Austin, TX"	-97.7430608	30.267153	4
18244	"Round Rock, Tx"	-97.678896	30.5082551	4
18245	"Austin, TX"	-97.7430608	30.267153	4
18246	"Austin, Tx"	-97.7430608	30.267153	4
18247	somewhere	-6.7148821	53.9807737	6
18248	"Austin, TX"	-97.7430608	30.267153	4
18249	UK	-3.435973	55.378051	1
18250	"Austin, TX"	-97.7430608	30.267153	4
18251	"Round Rock, Tx"	-97.678896	30.5082551	4
18252	Oxfordshire	-1.2464674	51.7612056	3
18253	"Austin, Texas USA"	-97.7430608	30.267153	4
18867	"New Orleans, Louisiana"	-90.0715323	29.9510658	4
18868	"New Orleans, Louisiana, USA"	-90.0715323	29.9510658	4
18869	USA	-95.712891	37.09024	1
18870	Greater Seattle Area	0	0	0
18871	Greater Seattle Area	0	0	0
18872	Uptown New Orleans	-90.1214235	29.9393052	4
19190	UK	-3.435973	55.378051	1
19191	Nashville TN	0	0	0
19192	"Brentwood, TN"	-121.6957863	37.931868	4
19193	"Nashville, TN"	-86.7833333	36.1666667	4
19194	Vanderbilt University	-86.8022648	36.1483267	9
19195	"Goodlettsville, TN"	-86.7133302	36.3231066	4
19301	"Oklahoma City, OK"	-97.5164276	35.4675602	4
19376	New York	-74.0059731	40.7143528	4
19392	"Boston, MA"	-71.0597732	42.3584308	4
19413	Chicago IL	-87.6297982	41.8781136	4
19414	"25 ave , Illnois 60625 Chicago"	-89.0931582	30.381612	6
19415	Chicago IL	-87.6297982	41.8781136	4
19467	n/a	-69.6691186	-38.8233843	2
19468	"Los Angeles, CA"	-118.2436849	34.0522342	4
19595	philadelphia	-75.163789	39.952335	4
19643	"DALLAS,TEXAS"	-96.8004511	32.7801399	4
19673	Bay Area	-122.25	37.7141454	3
19694	Seattle	-122.3320708	47.6062095	4
19705	"Wisconsin, Milwaukee"	-88.7878678	43.7844397	2
19848	Jacksoville  Fla	-81.655651	30.3321838	4
19880	"Nashville, Tenn."	-86.7833333	36.1666667	4
19898	"Baltimore, Maryland"	-76.6121893	39.2903848	4
19952	NYC	-74.0059731	40.7143528	4
19979	Chicago	-87.6297982	41.8781136	4
20011	n/a	-69.6691186	-38.8233843	2
20067	San Diego	-99.821927	20.6886441	6
20175	East Coast of United States	-118.1904585	33.7898516	6
20451	"Washington, DC"	-77.0363658	38.8951118	4
20452	"Washington, DC"	-77.0363658	38.8951118	4
20453	Toronto	-79.3831843	43.653226	4
20454	"Washington, DC"	-77.0363658	38.8951118	4
20455	"Washington, DC"	-77.0363658	38.8951118	4
20456	"Washington, DC"	-77.0363658	38.8951118	4
20457	"Washington, DC"	-77.0363658	38.8951118	4
20458	"Danville, KY, USA"	-121.9999606	37.8215929	4
20459	"Washington, DC"	-77.0363658	38.8951118	4
20460	"Silver Spring, MD"	-77.026088	38.9906657	4
23111	"Recife, BR"	-34.8812561	-8.0542775	4
23112	n/a	-69.6691186	-38.8233843	2
23113	Ny &amp Jersey 	-74.0059731	40.7143528	4
23114	"New York, NY"	-74.0059731	40.7143528	4
23115	New York	-74.0059731	40.7143528	4
23116	"New York, NY"	-74.0059731	40.7143528	4
23117	"New York, NY"	-74.0059731	40.7143528	4
23118	New York City	0	0	0
23119	North Jersey 	-2.13125	49.214439	1
23120	New York	-74.0059731	40.7143528	4
23121	"New York, NY"	-74.0059731	40.7143528	4
23122	"Linden, NJ"	-87.8394704	35.6172917	4
23123	n/a	-69.6691186	-38.8233843	2
23124	New York	-74.0059731	40.7143528	4
23125	New York	-74.0059731	40.7143528	4
23126	"New York, NY"	-74.0059731	40.7143528	4
23127	NYC	-74.0059731	40.7143528	4
23128	"New York, NY"	-74.0059731	40.7143528	4
23129	New York	-74.0059731	40.7143528	4
27234	"Everett, MA"	-122.2020794	47.9789848	4
27235	"Boston, MA"	-71.0597732	42.3584308	4
27236	"Stoneham, MA 02180"	-71.0999719	42.4802469	4
27237	"Medford, Ma"	-122.8755949	42.3265152	4
27238	"Boston, MA"	-71.0597732	42.3584308	4
27239	"Needham, MA"	-71.2377548	42.2809285	4
27240	Cambridge	-71.1097335	42.3736158	4
27241	n/a	-69.6691186	-38.8233843	2
27242	"Boston, MA"	-71.0597732	42.3584308	4
28713	Metro Chicago	-87.6297982	41.8781136	4
28714	"Chicago, IL"	-87.6297982	41.8781136	4
28715	"??T: 41.923811,-87.678312"	12.5627105	57.4433142	6
30790	"Los Angeles, CA"	-118.2436849	34.0522342	4
30791	Los Angeles	-118.2436849	34.0522342	4
30792	"Los Angeles, CA"	-118.2436849	34.0522342	4
30793	Los Angeles	-118.2436849	34.0522342	4
30794	Los Angeles	-118.2436849	34.0522342	4
30795	19701 Sherman Way	0	0	0
30796	Los Angeles	-118.2436849	34.0522342	4
34078	San Francisco	-122.4194155	37.7749295	4
34079	"Earth, often San Francisco"	-102.4107493	34.2331373	4
35570	"philadelphia,pa"	-75.163789	39.952335	4
35571	"Philadelphia, PA"	-75.163789	39.952335	4
35572	"philadelphia,pa"	-75.163789	39.952335	4
36567	"Scottsdale, AZ"	-111.9260519	33.4941704	4
36568	"Phoenix, AZ"	-112.0740373	33.4483771	4
36569	"Scottsdale, Arizona USA"	-111.9260519	33.4941704	4
37115	San Diego	-99.821927	20.6886441	6
37116	"San Diego, CA"	-99.821927	20.6886441	6
37117	"San Diego, California!"	-99.821927	20.6886441	6
39052	"Mesquite, TX"	-96.5991593	32.7667955	4
39053	"Mesquite, TX"	-96.5991593	32.7667955	4
39054	Dallas	-96.8004511	32.7801399	4
39055	Dallas	-96.8004511	32.7801399	4
39056	"Irving, TX"	-96.9488945	32.8140177	4
39057	n/a	-69.6691186	-38.8233843	2
39058	DFW Texas	-97.0406533	32.8974493	9
39059	"Irving, TX"	-96.9488945	32.8140177	4
39060	Los Angeles	-118.2436849	34.0522342	4
39061	"Dallas, Texas"	-96.8004511	32.7801399	4
39062	"Dallas, Texas"	-96.8004511	32.7801399	4
39063	"Dallas, Texas"	-96.8004511	32.7801399	4
40373	Bay Area	-122.25	37.7141454	3
40374	"Houston,Tx"	-95.3693896	29.7601927	4
40375	Worldwide	-84.7227071	39.0841968	6
40376	"Houston, Texas"	-95.3693896	29.7601927	4
40377	Houston TX	-95.3693896	29.7601927	4
40378	Houston TX	-95.3693896	29.7601927	4
40379	n/a	-69.6691186	-38.8233843	2
40380	"HOUSTON,TX"	-95.3693896	29.7601927	4
40381	worldwide	-84.7227071	39.0841968	6
43489	Seattle	-122.3320708	47.6062095	4
43490	"Seattle, WA"	-122.3320708	47.6062095	4
43491	Seattle	-122.3320708	47.6062095	4
44422	Camas WA	-122.3995363	45.5870631	4
44423	"Portland, OR"	-122.6762071	45.5234515	4
45072	"Milwaukee, WI"	-87.9064736	43.0389025	4
45073	Sussex	-88.2220372	43.1338972	4
45074	Sussex	-88.2220372	43.1338972	4
45075	"??T: 43.241776,-87.986445"	21.8829365	60.9710439	6
46045	"Rochester Hills, Michigan"	-83.1499322	42.6583661	4
46046	"Detroit, Mi."	-83.0457538	42.331427	4
46047	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
46048	"Detroit, MI"	-83.0457538	42.331427	4
46049	"Detroit,MI USA"	-83.0457538	42.331427	4
46050	"Detroit,MI"	-83.0457538	42.331427	4
46051	New York	-74.0059731	40.7143528	4
46052	Detroit	-83.0457538	42.331427	4
46053	n/a	-69.6691186	-38.8233843	2
46054	"Pasco, WA "	-119.1005657	46.2395793	4
46055	n/a	-69.6691186	-38.8233843	2
46056	New Car Mark??? HQ	0	0	0
46057	AMERICAS ?? EUR ?? ASIA ?? AFR	0	0	0
46058	Mississauga ON	-79.6441198	43.5890452	4
46059	n/a	-69.6691186	-38.8233843	2
46060	"Detroit, MI"	-83.0457538	42.331427	4
46061	"Westland, MI"	-83.400211	42.324204	4
46062	Take me to the King	0	0	0
46063	New York City	0	0	0
46064	"Auburn Hills, Michigan"	-83.2341028	42.6875323	4
46065	Detroit	-83.0457538	42.331427	4
46066	Detroit	-83.0457538	42.331427	4
46067	The Nations	7.3015032	47.7363124	9
46068	"Hannibal, MO"	-91.3584816	39.7083789	4
46069	Everywhere	-91.8479332	37.6658757	0
46070	Detroit	-83.0457538	42.331427	4
46071	"Ann Arbor, MI"	-83.7430378	42.2808256	4
46072	"Warrensburg, MO"	-93.7360498	38.7627893	4
46073	"Detroit, Michigan USA"	-83.0457538	42.331427	4
46074	"Detroit, Michigan"	-83.0457538	42.331427	4
46075	"Guadalajara, Jal."	-103.3356272	20.689992	4
46076	"Syracuse,NY"	-76.1474244	43.0481221	4
46077	UMD College Park	-76.9401399	38.9885343	9
46078	"Picton,NZ"	174.0010044	-41.2905926	4
46079	"Dearborn, MI"	-83.1763145	42.3222599	4
46080	"Ennis, Texas"	-96.6252679	32.3293111	4
46081	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
46082	"Detroit,MI"	-83.0457538	42.331427	4
46083	"Dubai, UAE"	55.307485	25.271139	4
46084	"Dubai, UAE"	55.307485	25.271139	4
47264	Cleveland Ohio	-81.6954088	41.4994954	4
47265	Pacific Northwest	-123.8264512	46.5180824	3
47266	"Cleveland, Ohio"	-81.6954088	41.4994954	4
47800	"Columbus, Ohio"	-82.9987942	39.9611755	4
48172	"Brownsburg, IN"	-86.3977735	39.8433769	4
48173	"Plainfield, Indiana"	-74.4073736	40.6337136	4
48174	"Plainfield, Indiana"	-74.4073736	40.6337136	4
48175	"Plainfield, Indiana"	-74.4073736	40.6337136	4
48176	"Plainfield, Indiana"	-74.4073736	40.6337136	4
48177	"Plainfield, Indiana"	-74.4073736	40.6337136	4
48589	"Westminster, CO"	-105.0372046	39.8366528	4
48590	"Littlefun, CO"	0	0	0
49435	"Baltimore, MD "	-76.6121893	39.2903848	4
50203	"San Jose, CA"	-121.8949555	37.3393857	4
50204	"Mountain View, CA"	-122.0838511	37.3860517	4
50205	"San Jose, CA"	-121.8949555	37.3393857	4
50206	"Mountain View, CA"	-122.0838511	37.3860517	4
50207	"San Jose, CA"	-121.8949555	37.3393857	4
50981	DFW Texas	-97.0406533	32.8974493	9
51975	"Round Rock, Tx"	-97.678896	30.5082551	4
51976	"Austin, Tx"	-97.7430608	30.267153	4
51977	Austin	-97.7430608	30.267153	4
51978	"Round Rock, Tx"	-97.678896	30.5082551	4
51979	"Austin, Tx"	-97.7430608	30.267153	4
51980	"Austin, TX"	-97.7430608	30.267153	4
52685	"New Orleans, Louisiana"	-90.0715323	29.9510658	4
52686	n/a	-69.6691186	-38.8233843	2
52687	Greater Seattle Area	0	0	0
53020	"Nashville, TN"	-86.7833333	36.1666667	4
53021	"Nashville, TN"	-86.7833333	36.1666667	4
53713	n/a	-69.6691186	-38.8233843	2
53714	Washington	-77.0363658	38.8951118	4
53715	"Washington, DC"	-77.0363658	38.8951118	4
53716	Arlington	-97.1080656	32.735687	4
53717	"Washington, D.C. "	-77.0363658	38.8951118	4
53718	washington:)	-77.0363658	38.8951118	4
53719	Bethesda MD	-77.0947092	38.984652	4
53720	"Alexandria, Va."	-77.0469214	38.8048355	4
53721	"Washington, D.C. "	-77.0363658	38.8951118	4
53722	n/a	-69.6691186	-38.8233843	2
53723	"Royal Oak, Michigan"	-83.1446485	42.4894801	4
53724	"Washington, DC"	-77.0363658	38.8951118	4
53725	"Washington, DC"	-77.0363658	38.8951118	4
53726	Arlington	-97.1080656	32.735687	4
53727	"washington, DC"	-77.0363658	38.8951118	4
53858	"Washington Heights, NY"	-73.9389213	40.8401451	4
53859	"New York, NY"	-74.0059731	40.7143528	4
53860	"Recife, BR"	-34.8812561	-8.0542775	4
53861	"Long island, NY"	-73.1349605	40.7891424	0
53862	New York	-74.0059731	40.7143528	4
53863	New York	-74.0059731	40.7143528	4
53864	New York	-74.0059731	40.7143528	4
53865	n/a	-69.6691186	-38.8233843	2
53866	"New York, NY"	-74.0059731	40.7143528	4
53867	"Long Island, New York."	-73.1349605	40.7891424	0
53868	New York City	0	0	0
53869	n/a	-69.6691186	-38.8233843	2
53870	New York	-74.0059731	40.7143528	4
53871	New York	-74.0059731	40.7143528	4
53872	New York	-74.0059731	40.7143528	4
53873	NY	-74.0059731	40.7143528	4
53874	NOLA	7.5710591	45.2413798	4
53875	New York City	0	0	0
53876	n/a	-69.6691186	-38.8233843	2
53877	New York	-74.0059731	40.7143528	4
53878	New York	-74.0059731	40.7143528	4
53879	New York	-74.0059731	40.7143528	4
53880	Wall St.	0	0	0
53881	"New York, USA"	-74.0059731	40.7143528	4
53882	New York	-74.0059731	40.7143528	4
53883	New York	-74.0059731	40.7143528	4
53884	New York	-74.0059731	40.7143528	4
53885	Boss city	0	0	0
53886	"New York, NY"	-74.0059731	40.7143528	4
53887	New York	-74.0059731	40.7143528	4
53888	New York	-74.0059731	40.7143528	4
53889	NY	-74.0059731	40.7143528	4
53890	New York	-74.0059731	40.7143528	4
53891	Singapour	103.819836	1.352083	1
53892	"New York, NY"	-74.0059731	40.7143528	4
53893	New York	-74.0059731	40.7143528	4
53894	New York	-74.0059731	40.7143528	4
53895	Thames Street.	-71.3146234	41.483432	6
53896	NYC	-74.0059731	40.7143528	4
53897	New York City	0	0	0
53898	New York	-74.0059731	40.7143528	4
53899	"New York, NY"	-74.0059731	40.7143528	4
53900	shIt HeLl	0	0	0
54064	Boston	-71.0597732	42.3584308	4
54065	n/a	-69.6691186	-38.8233843	2
54066	n/a	-69.6691186	-38.8233843	2
54067	"Connecticut, U.S.A."	-73.087749	41.6032207	2
54068	"McPherson, KS"	-97.6642087	38.3708415	4
54069	n/a	-69.6691186	-38.8233843	2
54070	"Harvard Square, Cambridge, MA"	0	0	0
54071	"Clemson, SC"	-82.8373654	34.6834382	4
54072	n/a	-69.6691186	-38.8233843	2
54073	"Harvard Square, Cambridge, MA"	0	0	0
54074	"Boston,Ma"	-71.0597732	42.3584308	4
54075	"Boston,Ma"	-71.0597732	42.3584308	4
54076	"Boston,Ma"	-71.0597732	42.3584308	4
54077	"Boston, MA"	-71.0597732	42.3584308	4
54078	Boston Ma	-71.0597732	42.3584308	4
54079	Boston Ma	-71.0597732	42.3584308	4
54080	"Boston, MA"	-71.0597732	42.3584308	4
54081	"Milton, MA"	-79.8774042	43.5182991	4
54082	"Weymouth, MA"	-2.457621	50.6144279	4
54083	n/a	-69.6691186	-38.8233843	2
54084	Boston	-71.0597732	42.3584308	4
54085	"Watertown, MA"	-71.1828321	42.3709299	4
54151	"Chicago, Milwaukee"	-87.6297982	41.8781136	4
54152	"??T: 41.923811,-87.678312"	12.5627105	57.4433142	6
54153	"25 ave , Illnois 60625 Chicago"	-89.0931582	30.381612	6
54154	"Chicago, Illinois"	-87.6297982	41.8781136	4
54155	"Chicago, IL"	-87.6297982	41.8781136	4
54156	Chicago	-87.6297982	41.8781136	4
54157	Chicago	-87.6297982	41.8781136	4
54158	Metro Chicago	-87.6297982	41.8781136	4
54159	Chicago	-87.6297982	41.8781136	4
54160	Chicago	-87.6297982	41.8781136	4
54161	Chicago	-87.6297982	41.8781136	4
54162	"Chicago, Illinois"	-87.6297982	41.8781136	4
54163	"Chicago, IL"	-87.6297982	41.8781136	4
54164	Chicago (Wicker Park)	-87.6758863	41.9074396	4
54165	"Countryside, IL"	-77.4176279	39.052361	4
54166	"Countryside, IL"	-77.4176279	39.052361	4
54282	Downtown           Los Angeles	-118.2436849	34.0522342	4
54283	Pasadena California	-118.1445155	34.1477849	4
54284	"Santa Monica, California"	-118.4911912	34.0194543	4
54285	"El Segundo, CA"	-118.4164652	33.9191799	4
54286	"Los Angeles, CA"	-118.2436849	34.0522342	4
54287	Los Angeles	-118.2436849	34.0522342	4
54288	n/a	-69.6691186	-38.8233843	2
54289	"Los Angeles, CA"	-118.2436849	34.0522342	4
54290	"Los Angeles, CA"	-118.2436849	34.0522342	4
54291	"Los Angeles, CA"	-118.2436849	34.0522342	4
54292	"Los Angeles, CA"	-118.2436849	34.0522342	4
54293	CA	-119.4179324	36.778261	2
54294	"Downtown Los Angeles, CA"	-118.2436849	34.0522342	4
54295	"Palo Alto, CA"	-98.6659426	20.2861441	6
54296	"Los Angeles, CA"	-118.2436849	34.0522342	4
54297	Los Angeles	-118.2436849	34.0522342	4
54298	Los Angeles	-118.2436849	34.0522342	4
54299	19701 Sherman Way	0	0	0
54300	"Pasadena, CA"	-118.1445155	34.1477849	4
54301	Los Angeles	-118.2436849	34.0522342	4
54302	"Los Angeles, CA"	-118.2436849	34.0522342	4
54303	"Santa Monica, CA"	-118.4911912	34.0194543	4
54304	"Pasadena, CA"	-118.1445155	34.1477849	4
54305	Los Angeles	-118.2436849	34.0522342	4
54306	"San Gabriel, CA 91775"	-118.1058333	34.0961111	4
54307	"??T: 34.105409,-118.242055"	15.2223006	49.4156776	6
54308	Los Angeles	-118.2436849	34.0522342	4
54309	"Los Angeles, CA"	-118.2436849	34.0522342	4
54310	Los Angeles	-118.2436849	34.0522342	4
54311	Los Angeles	-118.2436849	34.0522342	4
54312	"Los Angeles, CA"	-118.2436849	34.0522342	4
54467	"San Francisco, CA"	-122.4194155	37.7749295	4
54468	"Berkeley, CA"	-122.272747	37.8715926	4
54469	"Berkeley, CA"	-122.272747	37.8715926	4
54470	San Francisco	-122.4194155	37.7749295	4
54471	San Francisco	-122.4194155	37.7749295	4
54472	"San Francisco, California"	-122.4194155	37.7749295	4
54473	"San Francisco, CA"	-122.4194155	37.7749295	4
54474	"San Francisco, CA"	-122.4194155	37.7749295	4
54475	n/a	-69.6691186	-38.8233843	2
54476	San Francisco	-122.4194155	37.7749295	4
54477	San Francisco	-122.4194155	37.7749295	4
54531	Philly	-75.163789	39.952335	4
54532	"Pennsylvania, Philadelphia"	-77.1945247	41.2033216	2
54533	"Philadelphia, PA"	-75.163789	39.952335	4
54534	n/a	-69.6691186	-38.8233843	2
54535	n/a	-69.6691186	-38.8233843	2
54536	Philly x Worldwide ????????	-75.0503159	40.0323461	9
54537	"Mount Laurel, NJ"	-74.9002778	39.9488889	4
54538	Philadelphia Area	-75.163789	39.952335	4
54539	"Doha, Qatar"	51.522476	25.280282	4
54540	Philly	-75.163789	39.952335	4
54541	Philly x Worldwide ????????	-75.0503159	40.0323461	9
54542	n/a	-69.6691186	-38.8233843	2
54543	Philly x Worldwide ????????	-75.0503159	40.0323461	9
54544	"Lawrenceville, NJ 08648"	-83.9879625	33.9562149	4
54545	"Ambler, PA"	-75.2215651	40.1545535	4
54546	"Ambler, PA"	-75.2215651	40.1545535	4
54547	"Langhorne, PA"	-74.9226665	40.1745538	4
54602	"mesa, arizona"	-111.8314724	33.4151843	4
54603	"Phoenix, Arizona "	-112.0740373	33.4483771	4
54604	"Phoenix, Arizona"	-112.0740373	33.4483771	4
54605	"Phoenix, AZ"	-112.0740373	33.4483771	4
54606	"Phoenix, AZ"	-112.0740373	33.4483771	4
54607	"Phoenix, Arizona"	-112.0740373	33.4483771	4
54608	Phoenix AZ	-112.0740373	33.4483771	4
54626	San Diego	-99.821927	20.6886441	6
54627	San Diego	-99.821927	20.6886441	6
54628	"San Diego, CA"	-99.821927	20.6886441	6
54680	Sierra Foothills	-111.987781	33.324043	9
